id,category_id,supplier_id,name,sku,price,cost,description,attributes,is_active
4177,12,107,Ultra Electronics Source,LCX-42-04177,1561.82,981.64,High quality ultra electronics source from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Yellow"", ""weight_kg"": 0.56, ""warranty_years"": 5}",True
4178,7,21,Premium Toys Address,TGX-42-04178,15.89,10.46,High quality premium toys address from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 1406}",True
4179,5,159,Ultra Beauty Newspaper,BPC-42-04179,121.97,68.76,High quality ultra beauty newspaper from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 1425}",True
4180,13,87,Classic Electronics Director,AHX-42-04180,1372.13,1016.12,High quality classic electronics director from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Green"", ""weight_kg"": 5.29, ""warranty_years"": 5}",True
4181,7,179,Eco Toys Senior,TGX-42-04181,87.49,40.69,High quality eco toys senior from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 633}",True
4182,30,155,Smart Grocery Dark,SSX-42-04182,23.7,14.16,High quality smart grocery dark from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": false, ""expiration_days"": 351}",True
4183,13,8,Premium Electronics Father,AHX-42-04183,1597.96,963.72,High quality premium electronics father from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Black"", ""weight_kg"": 2.49, ""warranty_years"": 5}",True
4184,13,139,Pro Electronics Congress,AHX-42-04184,1940.97,791.95,High quality pro electronics congress from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Silver"", ""weight_kg"": 3.37, ""warranty_years"": 3}",True
4185,30,149,Smart Grocery Week,SSX-42-04185,39.13,23.29,High quality smart grocery week from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": false, ""expiration_days"": 273}",True
4186,12,126,Premium Electronics Somebody,LCX-42-04186,738.87,538.49,High quality premium electronics somebody from Quant.,"{""brand"": ""Quant"", ""color"": ""Green"", ""weight_kg"": 6.38, ""warranty_years"": 1}",True
4187,20,42,Classic Home Note,BBX-42-04187,404.08,291.53,High quality classic home note from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Polyester"", ""weight_kg"": 0.85}",True
4188,12,150,Classic Electronics Above,LCX-42-04188,991.87,482.47,High quality classic electronics above from Quant.,"{""brand"": ""Quant"", ""color"": ""Green"", ""weight_kg"": 7.69, ""warranty_years"": 3}",True
4189,9,152,Ultra Grocery Share,GGF-42-04189,40.05,25.67,High quality ultra grocery share from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": true, ""expiration_days"": 176}",True
4190,5,95,Classic Beauty Bit,BPC-42-04190,141.79,58.2,High quality classic beauty bit from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 944}",True
4191,12,174,Pro Electronics Window,LCX-42-04191,1974.98,1172.34,High quality pro electronics window from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Red"", ""weight_kg"": 5.95, ""warranty_years"": 5}",True
4192,3,124,Smart Home Difficult,HKX-42-04192,430.0,285.42,High quality smart home difficult from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Glass"", ""weight_kg"": 7.2}",True
4193,27,89,Pro Toys Wife,AFD-42-04193,49.02,30.01,High quality pro toys wife from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 1317}",True
4194,7,154,Classic Toys Mother,TGX-42-04194,14.46,6.58,High quality classic toys mother from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 356}",True
4195,8,30,Smart Automotive Today,AXY-42-04195,155.89,93.49,High quality smart automotive today from TireSafe.,"{""brand"": ""TireSafe"", ""weight_g"": 624}",True
4196,13,150,Classic Electronics Second,AHX-42-04196,1224.35,763.9,High quality classic electronics second from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Red"", ""weight_kg"": 6.22, ""warranty_years"": 2}",True
4197,12,92,Ultra Electronics May,LCX-42-04197,1066.21,648.47,High quality ultra electronics may from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Silver"", ""weight_kg"": 6.58, ""warranty_years"": 3}",True
4198,13,8,Premium Electronics Hit,AHX-42-04198,1648.64,950.51,High quality premium electronics hit from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Pink"", ""weight_kg"": 4.41, ""warranty_years"": 2}",True
4199,11,158,Pro Electronics Save,SXY-42-04199,634.48,391.9,High quality pro electronics save from Quant.,"{""brand"": ""Quant"", ""color"": ""Black"", ""weight_kg"": 7.25, ""warranty_years"": 1}",True
4200,7,121,Pro Toys Perform,TGX-42-04200,54.26,30.08,High quality pro toys perform from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 1243}",True
4201,4,170,Premium Sports Crime,SOX-42-04201,372.13,159.52,High quality premium sports crime from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Wool"", ""weight_kg"": 3.34}",True
4202,11,8,Smart Electronics Less,SXY-42-04202,1970.33,952.08,High quality smart electronics less from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Green"", ""weight_kg"": 5.62, ""warranty_years"": 3}",True
4203,18,195,Eco Home Report,KAX-42-04203,335.89,193.46,High quality eco home report from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Cotton"", ""weight_kg"": 1.54}",True
4204,27,89,Ultra Toys Both,AFD-42-04204,23.49,13.68,High quality ultra toys both from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 493}",True
4205,12,84,Eco Electronics Course,LCX-42-04205,1693.28,923.84,High quality eco electronics course from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Green"", ""weight_kg"": 0.11, ""warranty_years"": 2}",True
4206,17,88,Deluxe Apparel They,FSX-42-04206,69.97,28.0,High quality deluxe apparel they from ThreadWear.,"{""brand"": ""ThreadWear"", ""color"": ""Silver"", ""size"": ""XL"", ""material"": ""Plastic""}",True
4207,26,121,Premium Toys Hear,BGX-42-04207,31.23,18.16,High quality premium toys hear from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 190}",True
4208,6,74,Premium Books Hundred,BXY-42-04208,66.37,46.44,High quality premium books hundred from Springer.,"{""brand"": ""Springer"", ""weight_g"": 239}",True
4209,30,86,Eco Grocery Language,SSX-42-04209,28.83,15.41,High quality eco grocery language from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": false, ""expiration_days"": 321}",True
4210,19,194,Pro Home Difficult,FXY-42-04210,469.04,218.76,High quality pro home difficult from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Cotton"", ""weight_kg"": 21.99}",True
4211,11,56,Eco Electronics My,SXY-42-04211,1159.66,736.55,High quality eco electronics my from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Gray"", ""weight_kg"": 6.68, ""warranty_years"": 5}",True
4212,18,90,Eco Home Drive,KAX-42-04212,78.96,43.55,High quality eco home drive from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Polyester"", ""weight_kg"": 12.33}",True
4213,18,1,Ultra Home Involve,KAX-42-04213,518.98,318.45,High quality ultra home involve from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Wool"", ""weight_kg"": 18.9}",True
4214,28,181,Deluxe Automotive Budget,CCX-42-04214,272.62,200.1,High quality deluxe automotive budget from MotorMax.,"{""brand"": ""MotorMax"", ""weight_g"": 85}",True
4215,16,177,Ultra Apparel Sort,FXY-42-04215,29.27,16.04,High quality ultra apparel sort from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Gray"", ""size"": ""S"", ""material"": ""Wool""}",True
4216,3,194,Ultra Home Former,HKX-42-04216,167.85,101.01,High quality ultra home former from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Cotton"", ""weight_kg"": 14.28}",True
4217,28,69,Deluxe Automotive Candidate,CCX-42-04217,17.2,7.19,High quality deluxe automotive candidate from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 1028}",True
4218,28,35,Classic Automotive Man,CCX-42-04218,281.01,158.75,High quality classic automotive man from MotorMax.,"{""brand"": ""MotorMax"", ""weight_g"": 839}",True
4219,5,159,Pro Beauty Break,BPC-42-04219,70.1,41.31,High quality pro beauty break from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 267}",True
4220,3,148,Ultra Home Nature,HKX-42-04220,735.74,538.22,High quality ultra home nature from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Wool"", ""weight_kg"": 18.16}",True
4221,21,78,Smart Sports Century,FGX-42-04221,458.84,343.28,High quality smart sports century from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Polyester"", ""weight_kg"": 11.02}",True
4222,16,175,Smart Apparel Mission,FXY-42-04222,27.73,12.16,High quality smart apparel mission from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Black"", ""size"": ""XXL"", ""material"": ""Polyester""}",True
4223,18,16,Ultra Home Sound,KAX-42-04223,720.89,456.7,High quality ultra home sound from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Leather"", ""weight_kg"": 5.29}",True
4224,6,102,Smart Books Herself,BXY-42-04224,33.72,23.81,High quality smart books herself from Packt.,"{""brand"": ""Packt"", ""weight_g"": 1239}",True
4225,24,200,Ultra Beauty Sea,MCX-42-04225,24.67,13.57,High quality ultra beauty sea from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 285}",True
4226,26,89,Pro Toys Fight,BGX-42-04226,99.76,51.8,High quality pro toys fight from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 91}",True
4227,29,171,Smart Grocery Onto,BXY-42-04227,35.79,22.25,High quality smart grocery onto from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": true, ""expiration_days"": 157}",True
4228,12,8,Ultra Electronics Seven,LCX-42-04228,700.68,302.11,High quality ultra electronics seven from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Gray"", ""weight_kg"": 6.36, ""warranty_years"": 1}",True
4229,17,27,Premium Apparel Amount,FSX-42-04229,86.94,43.12,High quality premium apparel amount from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Black"", ""size"": ""M"", ""material"": ""Metal""}",True
4230,24,189,Smart Beauty Beautiful,MCX-42-04230,122.05,84.7,High quality smart beauty beautiful from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 1466}",True
4231,20,98,Deluxe Home Generation,BBX-42-04231,727.02,356.12,High quality deluxe home generation from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Metal"", ""weight_kg"": 10.91}",True
4232,11,92,Premium Electronics Minute,SXY-42-04232,575.37,406.41,High quality premium electronics minute from Quant.,"{""brand"": ""Quant"", ""color"": ""Black"", ""weight_kg"": 4.77, ""warranty_years"": 3}",True
4233,27,154,Eco Toys Business,AFD-42-04233,13.82,9.53,High quality eco toys business from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 587}",True
4234,11,107,Eco Electronics Image,SXY-42-04234,875.75,521.18,High quality eco electronics image from LinkSys.,"{""brand"": ""LinkSys"", ""color"": ""Pink"", ""weight_kg"": 7.32, ""warranty_years"": 3}",True
4235,19,146,Smart Home Federal,FXY-42-04235,46.89,22.99,High quality smart home federal from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Polyester"", ""weight_kg"": 7.97}",True
4236,22,161,Classic Sports Loss,ORX-42-04236,330.67,165.87,High quality classic sports loss from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Glass"", ""weight_kg"": 22.74}",True
4237,6,102,Eco Books Plan,BXY-42-04237,69.05,43.92,High quality eco books plan from Springer.,"{""brand"": ""Springer"", ""weight_g"": 639}",True
4238,15,111,Smart Apparel Simply,FXY-42-04238,153.02,93.6,High quality smart apparel simply from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""Gray"", ""size"": ""XS"", ""material"": ""Polyester""}",True
4239,13,158,Smart Electronics Forget,AHX-42-04239,1935.04,1109.51,High quality smart electronics forget from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Green"", ""weight_kg"": 1.08, ""warranty_years"": 3}",True
4240,22,180,Smart Sports Right,ORX-42-04240,190.79,110.96,High quality smart sports right from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Wool"", ""weight_kg"": 24.17}",True
4241,22,100,Pro Sports Thought,ORX-42-04241,69.09,47.14,High quality pro sports thought from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Polyester"", ""weight_kg"": 19.08}",True
4242,13,84,Pro Electronics Life,AHX-42-04242,1542.08,908.36,High quality pro electronics life from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Gray"", ""weight_kg"": 2.54, ""warranty_years"": 2}",True
4243,9,116,Eco Grocery Draw,GGF-42-04243,44.05,26.79,High quality eco grocery draw from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": false, ""expiration_days"": 343}",True
4244,2,27,Deluxe Apparel Once,AXY-42-04244,85.21,45.37,High quality deluxe apparel once from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Yellow"", ""size"": ""XXL"", ""material"": ""Metal""}",True
4245,2,49,Pro Apparel Involve,AXY-42-04245,21.95,11.58,High quality pro apparel involve from Vogue.,"{""brand"": ""Vogue"", ""color"": ""Gray"", ""size"": ""XS"", ""material"": ""Wool""}",True
4246,11,84,Classic Electronics Fill,SXY-42-04246,561.56,413.51,High quality classic electronics fill from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Blue"", ""weight_kg"": 6.64, ""warranty_years"": 5}",True
4247,27,21,Deluxe Toys Top,AFD-42-04247,10.08,5.16,High quality deluxe toys top from BoardFun.,"{""brand"": ""BoardFun"", ""weight_g"": 1279}",True
4248,13,174,Classic Electronics Later,AHX-42-04248,143.79,66.56,High quality classic electronics later from TechCo.,"{""brand"": ""TechCo"", ""color"": ""Blue"", ""weight_kg"": 6.2, ""warranty_years"": 1}",True
4249,21,99,Classic Sports Current,FGX-42-04249,454.56,324.55,High quality classic sports current from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Polyester"", ""weight_kg"": 5.12}",True
4250,4,125,Premium Sports Tough,SOX-42-04250,139.74,100.82,High quality premium sports tough from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Leather"", ""weight_kg"": 7.56}",True
4251,5,47,Eco Beauty Available,BPC-42-04251,26.67,17.44,High quality eco beauty available from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 63}",True
4252,20,16,Smart Home Want,BBX-42-04252,708.31,511.74,High quality smart home want from CozyLiving.,"{""brand"": ""CozyLiving"", ""material"": ""Metal"", ""weight_kg"": 22.28}",True
4253,8,40,Eco Automotive Thought,AXY-42-04253,238.88,118.73,High quality eco automotive thought from AutoPro.,"{""brand"": ""AutoPro"", ""weight_g"": 625}",True
4254,28,23,Deluxe Automotive Suffer,CCX-42-04254,243.2,143.1,High quality deluxe automotive suffer from TireSafe.,"{""brand"": ""TireSafe"", ""weight_g"": 1098}",True
4255,8,69,Ultra Automotive Maybe,AXY-42-04255,209.93,142.78,High quality ultra automotive maybe from TireSafe.,"{""brand"": ""TireSafe"", ""weight_g"": 1036}",True
4256,19,194,Classic Home Wrong,FXY-42-04256,442.03,283.43,High quality classic home wrong from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Wool"", ""weight_kg"": 2.87}",True
4257,4,118,Premium Sports Respond,SOX-42-04257,465.63,210.25,High quality premium sports respond from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Glass"", ""weight_kg"": 15.76}",True
4258,19,147,Smart Home Hold,FXY-42-04258,722.44,419.71,High quality smart home hold from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Cotton"", ""weight_kg"": 24.02}",True
4259,26,173,Classic Toys Country,BGX-42-04259,72.35,32.75,High quality classic toys country from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 886}",True
4260,12,108,Deluxe Electronics Add,LCX-42-04260,1048.25,645.51,High quality deluxe electronics add from Quant.,"{""brand"": ""Quant"", ""color"": ""Gray"", ""weight_kg"": 5.47, ""warranty_years"": 3}",True
4261,17,120,Deluxe Apparel Represent,FSX-42-04261,95.82,47.79,High quality deluxe apparel represent from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""Silver"", ""size"": ""L"", ""material"": ""Leather""}",True
4262,25,159,Smart Beauty Million,SCX-42-04262,48.57,28.31,High quality smart beauty million from SilkSkin.,"{""brand"": ""SilkSkin"", ""weight_g"": 450}",True
4263,24,189,Ultra Beauty Remember,MCX-42-04263,148.86,102.47,High quality ultra beauty remember from HerbEssentials.,"{""brand"": ""HerbEssentials"", ""weight_g"": 686}",True
4264,10,64,Classic Office Products Book,OPX-42-04264,13.7,7.02,High quality classic office products book from PaperMate.,"{""brand"": ""PaperMate"", ""weight_g"": 188}",True
4265,29,149,Deluxe Grocery Individual,BXY-42-04265,48.56,30.97,High quality deluxe grocery individual from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": true, ""expiration_days"": 179}",True
4266,2,73,Smart Apparel Left,AXY-42-04266,57.84,30.54,High quality smart apparel left from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Silver"", ""size"": ""XL"", ""material"": ""Glass""}",True
4267,6,11,Pro Books Necessary,BXY-42-04267,79.06,43.84,High quality pro books necessary from Packt.,"{""brand"": ""Packt"", ""weight_g"": 827}",True
4268,30,116,Smart Grocery Reason,SSX-42-04268,36.01,21.11,High quality smart grocery reason from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": false, ""expiration_days"": 174}",True
4269,23,180,Eco Sports Require,CBX-42-04269,414.76,230.76,High quality eco sports require from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Cotton"", ""weight_kg"": 15.83}",True
4270,11,87,Ultra Electronics Bed,SXY-42-04270,163.07,113.28,High quality ultra electronics bed from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Green"", ""weight_kg"": 4.49, ""warranty_years"": 2}",True
4271,4,99,Pro Sports Call,SOX-42-04271,389.68,252.62,High quality pro sports call from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Polyester"", ""weight_kg"": 16.59}",True
4272,2,120,Premium Apparel Character,AXY-42-04272,169.87,110.27,High quality premium apparel character from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""Red"", ""size"": ""S"", ""material"": ""Cotton""}",True
4273,21,66,Classic Sports Indicate,FGX-42-04273,12.54,6.72,High quality classic sports indicate from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Plastic"", ""weight_kg"": 3.99}",True
4274,26,169,Eco Toys Institution,BGX-42-04274,52.01,26.37,High quality eco toys institution from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 688}",True
4275,9,43,Smart Grocery Run,GGF-42-04275,12.25,7.45,High quality smart grocery run from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": true, ""expiration_days"": 72}",True
4276,22,99,Classic Sports Performance,ORX-42-04276,117.26,80.5,High quality classic sports performance from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Wool"", ""weight_kg"": 15.74}",True
4277,27,169,Deluxe Toys Blue,AFD-42-04277,61.41,26.55,High quality deluxe toys blue from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 471}",True
4278,26,173,Smart Toys Site,BGX-42-04278,43.28,21.77,High quality smart toys site from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 796}",True
4279,24,159,Smart Beauty Wish,MCX-42-04279,83.7,43.91,High quality smart beauty wish from LuxeHair.,"{""brand"": ""LuxeHair"", ""weight_g"": 1333}",True
4280,3,163,Deluxe Home Wait,HKX-42-04280,431.59,249.16,High quality deluxe home wait from ChefChoice.,"{""brand"": ""ChefChoice"", ""material"": ""Wood"", ""weight_kg"": 1.82}",True
4281,23,192,Smart Sports Concern,CBX-42-04281,441.91,194.64,High quality smart sports concern from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Glass"", ""weight_kg"": 15.37}",True
4282,7,121,Smart Toys Attention,TGX-42-04282,58.08,41.9,High quality smart toys attention from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 1055}",True
4283,29,50,Ultra Grocery Himself,BXY-42-04283,30.0,12.47,High quality ultra grocery himself from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": true, ""expiration_days"": 92}",True
4284,6,38,Classic Books Decide,BXY-42-04284,24.5,14.96,High quality classic books decide from Springer.,"{""brand"": ""Springer"", ""weight_g"": 133}",True
4285,30,149,Eco Grocery Ground,SSX-42-04285,2.66,1.48,High quality eco grocery ground from OrganicWay.,"{""brand"": ""OrganicWay"", ""organic"": false, ""expiration_days"": 278}",True
4286,7,112,Pro Toys Deep,TGX-42-04286,71.11,36.15,High quality pro toys deep from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 573}",True
4287,1,108,Pro Electronics Physical,EXY-42-04287,55.64,30.1,High quality pro electronics physical from Volt.,"{""brand"": ""Volt"", ""color"": ""Green"", ""weight_kg"": 0.2, ""warranty_years"": 5}",True
4288,13,139,Smart Electronics Three,AHX-42-04288,295.71,206.76,High quality smart electronics three from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""White"", ""weight_kg"": 6.94, ""warranty_years"": 2}",True
4289,26,173,Smart Toys International,BGX-42-04289,80.95,35.98,High quality smart toys international from BrickBuilder.,"{""brand"": ""BrickBuilder"", ""weight_g"": 1081}",True
4290,14,158,Smart Electronics Can,SHD-42-04290,1917.61,877.81,High quality smart electronics can from Volt.,"{""brand"": ""Volt"", ""color"": ""Yellow"", ""weight_kg"": 1.16, ""warranty_years"": 3}",True
4291,23,192,Deluxe Sports Early,CBX-42-04291,111.67,52.72,High quality deluxe sports early from PeakGear.,"{""brand"": ""PeakGear"", ""material"": ""Metal"", ""weight_kg"": 18.19}",True
4292,12,137,Smart Electronics This,LCX-42-04292,1180.73,818.82,High quality smart electronics this from Sonyx.,"{""brand"": ""Sonyx"", ""color"": ""Black"", ""weight_kg"": 7.21, ""warranty_years"": 5}",True
4293,22,100,Classic Sports Language,ORX-42-04293,21.07,10.44,High quality classic sports language from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Polyester"", ""weight_kg"": 4.95}",True
4294,9,191,Classic Grocery Share,GGF-42-04294,45.88,21.65,High quality classic grocery share from NatureDrop.,"{""brand"": ""NatureDrop"", ""organic"": true, ""expiration_days"": 67}",True
4295,17,175,Pro Apparel Money,FSX-42-04295,68.76,48.21,High quality pro apparel money from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""White"", ""size"": ""S"", ""material"": ""Metal""}",True
4296,6,28,Ultra Books Family,BXY-42-04296,10.09,5.41,High quality ultra books family from Packt.,"{""brand"": ""Packt"", ""weight_g"": 1191}",True
4297,22,65,Classic Sports Southern,ORX-42-04297,239.55,155.14,High quality classic sports southern from TrailBlaze.,"{""brand"": ""TrailBlaze"", ""material"": ""Wood"", ""weight_kg"": 6.68}",True
4298,17,27,Classic Apparel Sell,FSX-42-04298,25.8,14.03,High quality classic apparel sell from UrbanStyle.,"{""brand"": ""UrbanStyle"", ""color"": ""Blue"", ""size"": ""M"", ""material"": ""Plastic""}",True
4299,19,51,Pro Home Space,FXY-42-04299,146.03,90.24,High quality pro home space from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Polyester"", ""weight_kg"": 5.61}",True
4300,28,145,Classic Automotive Party,CCX-42-04300,62.06,39.8,High quality classic automotive party from TireSafe.,"{""brand"": ""TireSafe"", ""weight_g"": 413}",True
4301,16,111,Pro Apparel Personal,FXY-42-04301,97.63,56.81,High quality pro apparel personal from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Blue"", ""size"": ""XL"", ""material"": ""Leather""}",True
4302,12,150,Deluxe Electronics Explain,LCX-42-04302,1126.82,479.09,High quality deluxe electronics explain from Volt.,"{""brand"": ""Volt"", ""color"": ""White"", ""weight_kg"": 3.94, ""warranty_years"": 1}",True
4303,19,75,Smart Home Something,FXY-42-04303,187.75,128.59,High quality smart home something from KitchenAid.,"{""brand"": ""KitchenAid"", ""material"": ""Metal"", ""weight_kg"": 4.89}",True
4304,26,121,Smart Toys Strategy,BGX-42-04304,104.05,48.61,High quality smart toys strategy from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 1441}",True
4305,26,121,Deluxe Toys Suddenly,BGX-42-04305,103.45,45.54,High quality deluxe toys suddenly from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 117}",True
4306,4,65,Classic Sports Quickly,SOX-42-04306,45.59,27.97,High quality classic sports quickly from FitPulse.,"{""brand"": ""FitPulse"", ""material"": ""Cotton"", ""weight_kg"": 8.04}",True
4307,6,52,Smart Books Yes,BXY-42-04307,37.71,18.4,High quality smart books yes from Harper.,"{""brand"": ""Harper"", ""weight_g"": 202}",True
4308,9,171,Deluxe Grocery Instead,GGF-42-04308,30.98,13.34,High quality deluxe grocery instead from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": true, ""expiration_days"": 206}",True
4309,25,199,Pro Beauty Heart,SCX-42-04309,136.58,66.59,High quality pro beauty heart from GlowUp.,"{""brand"": ""GlowUp"", ""weight_g"": 688}",True
4310,27,173,Smart Toys Maybe,AFD-42-04310,117.88,74.33,High quality smart toys maybe from PlayTime.,"{""brand"": ""PlayTime"", ""weight_g"": 751}",True
4311,29,152,Premium Grocery Reflect,BXY-42-04311,12.76,8.06,High quality premium grocery reflect from SweetTreats.,"{""brand"": ""SweetTreats"", ""organic"": false, ""expiration_days"": 323}",True
4312,19,79,Pro Home Player,FXY-42-04312,377.51,181.55,High quality pro home player from DecoHome.,"{""brand"": ""DecoHome"", ""material"": ""Cotton"", ""weight_kg"": 14.81}",True
4313,13,56,Ultra Electronics Interview,AHX-42-04313,109.21,50.61,High quality ultra electronics interview from Quant.,"{""brand"": ""Quant"", ""color"": ""Silver"", ""weight_kg"": 3.52, ""warranty_years"": 2}",True
4314,22,72,Pro Sports Memory,ORX-42-04314,33.28,19.24,High quality pro sports memory from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Wool"", ""weight_kg"": 22.45}",True
4315,30,86,Eco Grocery Much,SSX-42-04315,31.78,17.93,High quality eco grocery much from NatureDrop.,"{""brand"": ""NatureDrop"", ""organic"": false, ""expiration_days"": 359}",True
4316,15,162,Pro Apparel Family,FXY-42-04316,47.14,31.53,High quality pro apparel family from DenimCo.,"{""brand"": ""DenimCo"", ""color"": ""Black"", ""size"": ""XS"", ""material"": ""Polyester""}",True
4317,22,97,Deluxe Sports Choice,ORX-42-04317,157.59,97.15,High quality deluxe sports choice from AquaFlow.,"{""brand"": ""AquaFlow"", ""material"": ""Glass"", ""weight_kg"": 5.54}",True
4318,26,26,Premium Toys Special,BGX-42-04318,90.32,63.0,High quality premium toys special from KidZone.,"{""brand"": ""KidZone"", ""weight_g"": 1090}",True
4319,11,107,Deluxe Electronics Look,SXY-42-04319,1026.6,657.79,High quality deluxe electronics look from AudioMax.,"{""brand"": ""AudioMax"", ""color"": ""Pink"", ""weight_kg"": 3.42, ""warranty_years"": 1}",True
4320,2,122,Ultra Apparel Box,AXY-42-04320,75.17,45.98,High quality ultra apparel box from ActiveFit.,"{""brand"": ""ActiveFit"", ""color"": ""Pink"", ""size"": ""L"", ""material"": ""Glass""}",True
4321,28,187,Eco Automotive Can,CCX-42-04321,91.54,43.43,High quality eco automotive can from DriveClean.,"{""brand"": ""DriveClean"", ""weight_g"": 891}",True
4322,9,46,Pro Grocery Enough,GGF-42-04322,44.42,18.56,High quality pro grocery enough from TastyBites.,"{""brand"": ""TastyBites"", ""organic"": true, ""expiration_days"": 260}",True
